id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
13979,Waramanga,Canberra,ACT,Australian Capital Territory,2611,Suburb,-35.35276,149.06042,607,2629,51532,1.71000,Unincorporated,Australian Capital Territory,Australia/Sydney
13980,Warana,Sunshine Coast,QLD,Queensland,4575,Suburb,-26.71999,153.13325,6,3688,32344,2.98300,Sunshine Coast (Regional Council),Sunshine Coast,Australia/Brisbane
13981,Waranga Shores,,VIC,Victoria,3612,Rural locality,-36.51903,145.05485,136,315,27300,117.46900,Campaspe (Shire),Shepparton,Australia/Melbourne
13982,Waratah,Newcastle,NSW,New South Wales,2298,Suburb,-32.90815,151.72722,20,4491,31200,1.91400,Newcastle (City),Newcastle and Lake Macquarie,Australia/Sydney
13983,Waratah,,TAS,Tasmania,7321,Urban locality,-41.44445,145.53169,606,245,19604,120.34300,Waratah/Wynyard (Municipality),West and North West,Australia/Hobart
13984,Waratah Bay,,VIC,Victoria,3959,Rural locality,-38.81099,146.04262,10,56,24856,9.24400,South Gippsland (Shire),Latrobe - Gippsland,Australia/Melbourne
13985,Waratah West,Newcastle,NSW,New South Wales,2298,Suburb,-32.89879,151.71176,22,2988,25688,1.52000,Newcastle (City),Newcastle and Lake Macquarie,Australia/Sydney
13986,Warawarrup,,WA,Western Australia,6220,Rural locality,-33.05224,115.90780,64,143,34788,13.35100,Harvey (Shire),Bunbury,Australia/Perth
13987,Warburn,,NSW,New South Wales,2680,Rural locality,-34.17478,145.91959,116,98,37232,146.48700,Griffith (City),Riverina,Australia/Sydney
13988,Warburto,,SA,South Australia,5558,Rural locality,-34.00865,137.55617,6,69,32448,69.50100,Copper Coast (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13989,Warburton,,QLD,Queensland,4823,Rural locality,-22.72329,141.00884,197,0,0,2656.24700,Boulia (Shire),Queensland - Outback,Australia/Brisbane
13990,Warburton,,VIC,Victoria,3799,Urban locality,-37.75370,145.68902,155,2012,26416,132.54400,Yarra Ranges (Shire),Melbourne - Outer East,Australia/Melbourne
13991,Warburton,,WA,Western Australia,6431,Urban locality,-26.13528,126.57903,462,585,17004,2793.65700,Ngaanyatjarraku (Shire),Western Australia - Outback (South),Australia/Perth
13992,Ward,,QLD,Queensland,4470,Rural locality,-25.92776,146.14588,321,74,47372,3420.74100,Murweh (Shire),Queensland - Outback,Australia/Brisbane
13993,Ward Belt,,SA,South Australia,5118,Rural locality,-34.58377,138.66316,39,154,30836,36.43800,Light (Regional Council),Adelaide - North,Australia/Adelaide
13994,Wardell,,NSW,New South Wales,2477,Urban locality,-28.95270,153.46433,8,832,25584,32.35400,Ballina (Area),Richmond - Tweed,Australia/Sydney
13995,Wardering,,WA,Western Australia,6311,Rural locality,-32.84028,117.30222,343,25,24908,78.87100,Cuballing (Shire),Western Australia - Wheat Belt,Australia/Perth
13996,Ward Hill,,SA,South Australia,5522,Rural locality,-33.63080,137.91576,13,52,28912,125.31600,Barunga West (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
13997,Warding East,,WA,Western Australia,6405,Rural locality,-31.73028,117.06639,267,50,45500,212.44500,Cunderdin (Shire),Western Australia - Wheat Belt,Australia/Perth
13998,Wardrop Valley,,NSW,New South Wales,2484,Rural locality,-28.35982,153.44368,68,89,24128,8.84600,Tweed (Area),Richmond - Tweed,Australia/Sydney
13999,Wards Mistake,,NSW,New South Wales,2350,Rural locality,-30.13361,152.00507,1173,23,23348,179.79500,Armidale Regional (Area),New England and North West,Australia/Sydney
14000,Wards River,,NSW,New South Wales,2422,Rural locality,-32.22347,151.93590,79,178,21060,90.82000,Mid-Coast (Area),Mid North Coast,Australia/Sydney
14001,Wareek,,VIC,Victoria,3465,Rural locality,-36.99054,143.60831,216,68,21528,65.73400,Central Goldfields (Shire),Ballarat,Australia/Melbourne
14002,Wareemba,Sydney,NSW,New South Wales,2046,Suburb,-33.85683,151.13073,19,1546,42172,0.31700,Canada Bay (Area),Sydney - Inner West,Australia/Sydney
14003,Warenda,,QLD,Queensland,4829,Rural locality,-22.64124,140.54045,173,0,0,3320.71800,Boulia (Shire),Queensland - Outback,Australia/Brisbane
14004,Wargan,,VIC,Victoria,3505,Rural locality,-34.18917,141.83386,42,71,24648,435.59500,Mildura (Rural City),North West,Australia/Melbourne
14005,Warialda,,NSW,New South Wales,2402,Urban locality,-29.54118,150.57617,333,1590,24700,1196.85600,Gwydir (Area),New England and North West,Australia/Sydney
14006,Warialda Rail,,NSW,New South Wales,2402,Rural locality,-29.58373,150.53688,316,112,22256,164.00400,Gwydir (Area),New England and North West,Australia/Sydney
14007,Warilla,Wollongong,NSW,New South Wales,2528,Suburb,-34.55257,150.85995,6,6449,24180,2.48200,Shellharbour (City),Illawarra,Australia/Sydney
14008,Warkon,,QLD,Queensland,4417,Rural locality,-26.89163,149.41955,290,33,27300,953.61500,Maranoa (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
14009,Warkworth,,NSW,New South Wales,2330,Rural locality,-32.54879,151.01085,69,49,37648,137.35100,Singleton (Area),Hunter Valley exc Newcastle,Australia/Sydney
14010,Warmun,,WA,Western Australia,6743,Urban locality,-17.02696,128.22165,222,366,14040,20.26200,Halls Creek (Shire),Western Australia - Outback (North),Australia/Perth
14011,Warmur,,VIC,Victoria,3482,Rural locality,-36.12813,142.81005,113,16,18200,105.12500,Buloke (Shire),North West,Australia/Melbourne
14012,Warnbro,Perth,WA,Western Australia,6169,Suburb,-32.34401,115.75594,5,10769,31824,13.90800,Rockingham (City),Perth - South West,Australia/Perth
14013,Warncoort,,VIC,Victoria,3243,Rural locality,-38.31276,143.72144,119,130,37336,59.92700,Colac-Otway (Shire),Warrnambool and South West,Australia/Melbourne
14014,Warne,,VIC,Victoria,3530,Rural locality,-35.78092,143.12051,87,4,46748,84.66100,Buloke (Shire),North West,Australia/Melbourne
14015,Warneet,,VIC,Victoria,3980,Rural locality,-38.22056,145.31404,8,536,33124,15.02400,Casey (City),Melbourne - South East,Australia/Melbourne
14016,Warner,Brisbane,QLD,Queensland,4500,Suburb,-27.31222,152.94981,59,11411,45812,10.59000,Moreton Bay (Regional Council),Moreton Bay - South,Australia/Brisbane
14017,Warner Glen,,WA,Western Australia,6288,Rural locality,-34.12631,115.21619,32,56,37700,28.28600,Augusta-Margaret River (Shire),Bunbury,Australia/Perth
14018,Warners Bay,Newcastle,NSW,New South Wales,2282,Suburb,-32.97542,151.64468,10,7614,32552,6.70600,Lake Macquarie (City),Newcastle and Lake Macquarie,Australia/Sydney
14019,Warnertown,,SA,South Australia,5540,Rural locality,-33.23463,138.11801,58,189,20540,130.22900,Port Pirie City and Dists (Municipality),Barossa - Yorke - Mid North,Australia/Adelaide
14020,Warnervale,,NSW,New South Wales,2259,Rural locality,-33.24921,151.43053,29,641,31876,12.72500,Central Coast (City),Central Coast,Australia/Sydney
14021,Warnes,,SA,South Australia,5417,Rural locality,-33.66382,140.04130,69,3,58500,8818.26500,Unincorporated,South Australia - Outback,Australia/Adelaide
14022,Warnoah,,QLD,Queensland,4718,Rural locality,-24.60087,149.88202,112,71,63336,427.80400,Banana (Shire),Central Queensland,Australia/Brisbane
14023,Warnung,,QLD,Queensland,4605,Rural locality,-26.14557,151.84631,312,11,19188,9.35700,South Burnett (Regional Council),Wide Bay,Australia/Brisbane
14024,Warooka,,SA,South Australia,5577,Urban locality,-34.99006,137.39882,56,348,25792,512.26500,Yorke Peninsula (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
14025,Waroona,,WA,Western Australia,6215,Urban locality,-32.84506,115.92243,45,2934,29016,240.91900,Waroona (Shire),Bunbury,Australia/Perth
14026,Warra,,QLD,Queensland,4411,Rural locality,-26.92933,150.91918,319,205,42120,196.89600,Western Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
14027,Warrabah,,NSW,New South Wales,2346,Rural locality,-30.48318,150.97860,926,0,0,203.39400,Tamworth Regional (Area),New England and North West,Australia/Sydney
14028,Warraber Islet,,QLD,Queensland,4875,Urban locality,-10.20745,142.82405,6,245,17732,0.79200,Torres Strait Island (Regional Council),Queensland - Outback,Australia/Brisbane
14029,Warrabkook,,VIC,Victoria,3286,Rural locality,-37.97919,142.04428,162,34,42848,64.94200,Moyne (Shire),Warrnambool and South West,Australia/Melbourne
14030,Warrachuppin,,WA,Western Australia,6423,Rural locality,-31.01322,118.69364,325,11,55224,447.92800,Westonia (Shire),Western Australia - Wheat Belt,Australia/Perth
14031,Warracknabeal,,VIC,Victoria,3393,Urban locality,-36.25320,142.40260,108,2438,26208,290.42000,Yarriambiack (Shire),North West,Australia/Melbourne
14032,Warradale,Adelaide,SA,South Australia,5046,Suburb,-35.00743,138.53813,22,5247,34840,2.00700,Marion (City),Adelaide - South,Australia/Adelaide
14033,Warradarge,,WA,Western Australia,6518,Rural locality,-30.04574,115.32599,195,64,29900,999.21000,Coorow (Shire),Western Australia - Outback (South),Australia/Perth
14034,Warraderry,,NSW,New South Wales,2810,Rural locality,-33.75787,148.20571,337,94,30524,323.57800,Weddin (Area),Central West,Australia/Sydney
14035,Warragai Creek,,NSW,New South Wales,2460,Rural locality,-29.55855,152.97508,52,101,23972,18.47300,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
14036,Warragamba,,NSW,New South Wales,2752,Urban locality,-33.88973,150.60482,180,1241,36296,5.14700,Wollondilly (Area),Sydney - Outer West and Blue Mountains,Australia/Sydney
14037,Warragoon,,NSW,New South Wales,2710,Rural locality,-35.63262,145.16698,97,115,28912,170.65600,Edward River (Area),Murray,Australia/Sydney
14038,Warragul,,VIC,Victoria,3820,Urban locality,-38.16306,145.93086,122,15757,30888,55.31600,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
14039,Warragul South,,VIC,Victoria,3821,Rural locality,-38.18347,145.88938,141,253,37700,27.75000,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
14040,Warragul West,,VIC,Victoria,3821,Rural locality,-38.16413,145.89010,169,19,25324,4.07500,Baw Baw (Shire),Latrobe - Gippsland,Australia/Melbourne
14041,Warrah,,NSW,New South Wales,2339,Rural locality,-31.66995,150.66725,374,49,31148,55.33400,Liverpool Plains (Area),New England and North West,Australia/Sydney
14042,Warrah Creek,,NSW,New South Wales,2339,Rural locality,-31.71574,150.65120,438,90,29900,130.90300,Liverpool Plains (Area),New England and North West,Australia/Sydney
14043,Warrah Ridge,,NSW,New South Wales,2343,Rural locality,-31.57361,150.53590,336,99,44564,217.50100,Liverpool Plains (Area),New England and North West,Australia/Sydney
14044,Warrak,,VIC,Victoria,3377,Rural locality,-37.26518,143.11588,332,66,34892,67.86400,Ararat (Rural City),North West,Australia/Melbourne
14045,Warral,,NSW,New South Wales,2340,Rural locality,-31.13925,150.87795,400,370,35152,51.85800,Tamworth Regional (Area),New England and North West,Australia/Sydney
14046,Warralakin,,WA,Western Australia,6421,Rural locality,-31.01908,118.60510,314,16,56316,567.10300,Westonia (Shire),Western Australia - Wheat Belt,Australia/Perth
14047,Warramboo,,SA,South Australia,5650,Rural locality,-33.24270,135.59790,96,108,31824,629.16300,Wudinna (District Council),South Australia - Outback,Australia/Adelaide
14048,Warrami,,QLD,Queensland,4854,Rural locality,-18.08974,145.82615,32,54,31148,105.76500,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
14049,Warrandyte,Melbourne,VIC,Victoria,3113,Suburb,-37.73692,145.22314,41,5502,40664,17.34300,Manningham (City),Melbourne - Outer East,Australia/Melbourne
14050,Warrandyte South,,VIC,Victoria,3134,Rural locality,-37.75934,145.23397,103,671,45760,4.52900,Manningham (City),Melbourne - Outer East,Australia/Melbourne
14051,Warrane,Hobart,TAS,Tasmania,7018,Suburb,-42.85975,147.37665,32,2431,24700,3.99300,Clarence (City),Hobart,Australia/Hobart
14052,Warranulla,,NSW,New South Wales,2423,Rural locality,-32.21450,152.15060,92,31,22880,41.14900,Mid-Coast (Area),Mid North Coast,Australia/Sydney
14053,Warranwood,Melbourne,VIC,Victoria,3134,Suburb,-37.77402,145.24830,161,4807,41860,2.99700,Maroondah (City),Melbourne - Outer East,Australia/Melbourne
14054,Warrawee,Sydney,NSW,New South Wales,2074,Suburb,-33.72284,151.12613,181,2995,51636,1.33800,Ku-ring-gai (Area),Sydney - North Sydney and Hornsby,Australia/Sydney
14055,Warraweena,,SA,South Australia,5730,Rural locality,-30.74739,138.65635,510,20,28548,2254.54100,Unincorporated,South Australia - Outback,Australia/Adelaide
14056,Warrawidgee,,NSW,New South Wales,2680,Rural locality,-34.28110,145.80196,114,86,31148,440.98600,Griffith (City),Riverina,Australia/Sydney
14057,Warrawong,Wollongong,NSW,New South Wales,2502,Suburb,-34.48438,150.88747,9,4752,21424,2.63500,Wollongong (City),Illawarra,Australia/Sydney
14058,Warrayure,,VIC,Victoria,3301,Rural locality,-37.71684,142.17934,202,24,23348,35.40000,Southern Grampians (Shire),Warrnambool and South West,Australia/Melbourne
14059,Warrazambil Creek,,NSW,New South Wales,2474,Rural locality,-28.44544,153.02578,140,20,19708,14.25600,Kyogle (Area),Richmond - Tweed,Australia/Sydney
14060,Warregah Island,,NSW,New South Wales,2469,Rural locality,-29.39876,153.22162,2,23,22100,4.63300,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
14061,Warrell Creek,,NSW,New South Wales,2447,Rural locality,-30.77027,152.89233,12,255,30004,14.44700,Nambucca Valley (Area),Mid North Coast,Australia/Sydney
14062,Warren,,NSW,New South Wales,2824,Urban locality,-31.69938,147.83731,198,1389,33592,239.19600,Warren (Area),Far West and Orana,Australia/Sydney
14063,Warrenbayne,,VIC,Victoria,3670,Rural locality,-36.68837,145.89038,247,145,28340,129.32100,Benalla (Rural City),Hume,Australia/Melbourne
14064,Warrenheip,,VIC,Victoria,3352,Rural locality,-37.57485,143.92573,535,669,31876,11.86500,Ballarat (City),Ballarat,Australia/Melbourne
14065,Warrenmang,,VIC,Victoria,3478,Rural locality,-37.03752,143.31150,301,17,27248,145.97500,Pyrenees (Shire),Ballarat,Australia/Melbourne
14066,Warrentinna,,TAS,Tasmania,7261,Rural locality,-41.09966,147.75267,173,4,0,36.97800,Dorset (Municipality),Launceston and North East,Australia/Hobart
14067,Warrenup,Albany,WA,Western Australia,6330,Suburb,-34.97449,117.87083,58,701,38220,7.79000,Albany (City),Western Australia - Wheat Belt,Australia/Perth
14068,Warri,,NSW,New South Wales,2622,Rural locality,-35.31465,149.72126,619,109,53612,58.03300,Queanbeyan-Palerang Regional (Area),Capital Region,Australia/Sydney
14069,Warriewood,Sydney,NSW,New South Wales,2102,Suburb,-33.68845,151.29518,6,7501,45552,4.19500,Northern Beaches (Area),Sydney - Northern Beaches,Australia/Sydney
14070,Warrill View,,QLD,Queensland,4307,Rural locality,-27.82448,152.61605,59,240,32396,33.18200,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
14071,Warrimoo,Sydney,NSW,New South Wales,2774,Suburb,-33.72296,150.60416,272,2450,43524,8.57600,Blue Mountains (City),Sydney - Outer West and Blue Mountains,Australia/Sydney
14072,Warrion,,VIC,Victoria,3249,Rural locality,-38.21541,143.58258,121,198,24752,35.82700,Colac-Otway (Shire),Warrnambool and South West,Australia/Melbourne
14073,Warrnambool,,VIC,Victoria,3280,Major urban locality,-38.38331,142.48296,26,29661,31668,65.51600,Warrnambool (City),Warrnambool and South West,Australia/Melbourne
14074,Warrock,,VIC,Victoria,3312,Rural locality,-37.41662,141.32605,143,28,29848,83.29800,Glenelg (Shire),Warrnambool and South West,Australia/Melbourne
14075,Warrong,,VIC,Victoria,3283,Rural locality,-38.19308,142.31918,81,72,37700,83.07300,Moyne (Shire),Warrnambool and South West,Australia/Melbourne
14076,Warroo,,NSW,New South Wales,2871,Rural locality,-33.32878,147.58138,213,125,39988,301.06100,Forbes (Area),Central West,Australia/Sydney
14077,Warroo,,QLD,Queensland,4387,Rural locality,-28.53789,151.35450,381,25,27924,380.95100,Goondiwindi (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
14078,Warrubullen,,QLD,Queensland,4871,Rural locality,-17.70536,146.01432,15,61,28912,16.20200,Cassowary Coast (Regional Council),Cairns,Australia/Brisbane
14079,Warrumbungle,,NSW,New South Wales,2828,Rural locality,-31.27755,148.98204,447,5,0,183.26700,Coonamble (Area),Far West and Orana,Australia/Sydney
14080,Warruwi,,NT,Northern Territory,0822,Urban locality,-11.65786,133.37825,23,389,13728,15.85900,West Arnhem (Regional Council),Northern Territory - Outback,Australia/Darwin
14081,Wartook,,VIC,Victoria,3401,Rural locality,-37.03341,142.34059,210,84,23036,131.67200,Horsham (Rural City),North West,Australia/Melbourne
14082,Warumungu,,NT,Northern Territory,0852,Rural locality,-19.44017,134.20801,328,157,13520,39870.75400,Barkly (Regional Council),Northern Territory - Outback,Australia/Darwin
14083,Warwick,,QLD,Queensland,4370,Urban locality,-28.21652,152.03495,457,12222,26832,25.14000,Southern Downs (Regional Council),Darling Downs - Maranoa,Australia/Brisbane
14084,Warwick,Perth,WA,Western Australia,6024,Suburb,-31.84484,115.80815,35,3732,34684,3.11700,Joondalup (City),Perth - North West,Australia/Perth
14085,Warwick Farm,Sydney,NSW,New South Wales,2170,Suburb,-33.91342,150.93275,14,5884,24752,4.61300,Liverpool (City),Sydney - South West,Australia/Sydney
14086,Washpool,,NSW,New South Wales,2425,Rural locality,-32.35919,151.91314,55,36,28912,8.77400,Mid-Coast (Area),Mid North Coast,Australia/Sydney
14087,Washpool,,NSW,New South Wales,2460,Rural locality,-29.32095,152.42463,437,0,0,129.63300,Clarence Valley (Area),Coffs Harbour - Grafton,Australia/Sydney
14088,Washpool,,QLD,Queensland,4306,Rural locality,-27.83537,152.76382,79,95,49348,19.55200,Scenic Rim (Regional Council),Ipswich,Australia/Brisbane
14089,Washpool,,SA,South Australia,5454,Rural locality,-33.36073,138.59001,365,24,29900,69.63000,Northern Areas (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
14090,Wasleys,,SA,South Australia,5400,Rural locality,-34.47045,138.68521,91,722,26364,54.25800,Light (Regional Council),Barossa - Yorke - Mid North,Australia/Adelaide
14091,Watagan,,NSW,New South Wales,2325,Rural locality,-33.01302,151.19475,165,120,24024,52.34400,Cessnock (City),Hunter Valley exc Newcastle,Australia/Sydney
